,İsim,IMDb Puanı,Yıl,Ülke,Film Süresi,Türler,Yönetmen,Senarist,Oyuncular,Ödüller,Konu
1167,Viyon No Tsuma - Villon’un Karısı(Villon's Wife) ,7.0,2009,Ülke belirtilmemiş,114 dakika,Dram,Kichitarô Negishi,"samu Dazai, Yôzô Tanaka","Shigeru Muroi, Tadanobu Asano, Takako Matsu",8 ödül & 15 Adaylık.,"Bu baştan çıkarıcı dönem melodramı, uzun süredir acı çeken bir kadının parlak ama kendine zarar veren yazar kocasıyla savaş sonrası Tokyo'daki ilişkisini anlatıyor. Osamu Dazai'nin 1947 tarihli yarı otobiyografik bir romanından uyarlanan hikaye, çapkın, içkici, intihara meyilli kahramandan çok onu seven karısına odaklanıyor."
1168,Millennium Mambo - Qian Xi Man Po,7.0,2001,"Fransa, Taiwan",119 dakika,"Dram, Romantik",Hsiao-Hsien Hou,'ien-wen Chu,"Chun-hao Tuan, Jack Kao, Shu Qi",6 ödül & 9 Adaylık.,"Güzel Vicky, neon ışıklı Taipei'deki boş hayatında sürükleniyor, ezik DJ erkek arkadaşı Hao-Hao ile anlamsız bir ilişkisini ve bir gece kulübü hostesi olarak tatmin edici olmayan bir kariyeri sürdürüyor. Aşkı giderek gerginleşirken, şefkatli ama suçla bağlantılı bir iş adamı olan Jack ile yakınlaşmaya karar verir. Ancak bu yeni ilişki, Vicky'nin amaçsız doğasını değiştiremez ve geleceği her zamanki gibi şüphelidir."
1169,The Masque of the Red Death - Kızıl Ölümün Maskesi,7.0,1964,"Amerika, İngiltere",89 dakika,Korku,Roger Corman,"harles Beaumont, R. Wright Campbell, Edgar Allan Poe ","David Weston, Hazel Court, Jane Asher, Vincent Price",Bulunan ödül yok.,"Bir veba -Kızıl Ölüm- kırları talan edip geçerken Prens Prospero, kalesini soylulara sığınak olarak açıyor. Ayrıca vebanın patlak verdiği yerel köyden genç bir kadın olan Francesca'yı da kalesine alacaktır. Properoü Francesca'yı Şeytan'a tapınma ritüelleri de dahil kendi dünyasıyla tanıştırır. Bir gün Prospero, misafirleri için ev sahipliği yaptığı bir maskeli baloda herhangi birine o rengi giymesini yasaklamış olmasına rağmen tamamen kırmızı giyinmiş birinin baloya katıldığını görür. İşte şimdi işler garip bir hal almaya başlayacaktır Prospero en büyük korkularından biriyle yüzleşmek zorundadır."
1170,Pollock,7.0,2000,United States,122 dakika,"Biyografi, Dram",Ed Harris,"teven Naifeh, Gregory White Smith, Barbara Turner","Ed Harris, Marcia Gay Harden, Robert Knott",1 Oscar Kazandı. 3 ödül & 9 adaylık. total,"Film, 1950'deki sanat sergisinde bir kadın için Life dergisinin bir kopyasını imzalayan soyut dışavurumcu ressam Jackson Pollock ile başlıyor. Pollock ara sıra grup sanat gösterilerinde resimlerini sergiliyor. Kardeşi Sande ve baldızı Arloie ile New York'ta küçük bir apartman dairesinde yaşıyorlar. Arloie, Sande ile kendisinin bir bebek beklediklerini söyleyerek Pollock'un taşınması gerektiğini ima ediyor. Kısa süre sonra Pollock, sanatçı Lee Krasner ile tanışır ve ondan hoşlanmaya başlar. Lee Krasner Pollock'un geleceğini belirleyecektir... Kült Filmlerden 1080p görüntü kalitesiyle Pollock izle yebilirsiniz."
1171,The Royal Game - Satranç(Schachnovelle) ,7.0,2021,"Almanya, Austria",110 dakika,Dram,Philipp Stölzl,"ldar Grigorian, Stefan Zweig","Dieter Bernhardt, Elias Gabele, Oliver Masucci",3 ödül & 6 Adaylık.,"1938. Nazi birlikleri Viyana'ya girerken avukat Josef Bartok karısıyla birlikte aceleyle ABD'ye kaçmaya çalışır ama Gestapo tarafından tutuklanır. Bartok kararlılığını koruyor ve ondan gizli bilgi talep eden Gestapo ile işbirliği yapmayı reddediyor. Hücre hapsine atılan Bartok, aylarca psikolojik olarak eziyet çeker ve zayıflamaya başlar. Ancak, satrançla ilgili eski bir kitabı çaldığında, tehlikeli bir saplantı haline gelene kadar, kendisine verilen zihinsel ıstırabın üstesinden gelmek için onu rotasına sokar. Gestapo'nun psikolojik işkencesine dayanmak için kendini satranç dünyasında bulur. Kült Filmlerden 1080p görüntü kalitesiyle The Royal Game izle yebilirsiniz."
1172,Riff-Raff,7.0,1991,United Kingdom,95 dakika,"Dram, Komedi",Ken Loach,ill Jesse,"Emer McCourt, Jim R. Coleman, Robert Carlyle",5 ödül & 5 Adaylık.,"İskoçya'daki hapishaneden yeni çıkmış olan Stevie, Londra'daki bir şantiyede iş bulur. İngiltere'nin her yerinden gelen işçilerin bulunduğu şantiyede yaşam koşulları çok kötüdür ayrıca aldıkları maaşta tatmin edici değil. Burada bir şarkıcı olmayı hayal eden, ancak hayatının kontrolünü elinde tutmakta büyük zorluk yaşayan Susan ile tanışır. İkili Londra'da birlikte yaşamayı deneyecektir. Kült Filmlerden 1080p görüntü kalitesiyle Riff-Raff izle yebilirsiniz."
1173,Scooby-Doo Meets the Boo Brothers - Scooby-Doo!: Boo Kardeşler Buluşuyor,7.0,1987,United States,93 dakika,"Animasyon, Komedi, Macera","Carl Urbano, Paul Sommer, Ray Patterson",im Ryan,"Casey Kasem, Don Messick, Sorrell Booke",Bulunan ödül yok.,"Shaggy'nin amcası Beaureguard'ın ölümünden sonra o, Scooby ve Scrappy mirası almak için amcasının çiftliğine gelir. Ancak varır varmaz, bir Konfederasyon askerinin hayaletinin musallat olduğunu fark ederler. Shaggy'nin mirasını ararken peşlerinde bu hayalet varken, bu iğrenç hortlağı yakalamalarına yardım etmeleri için üçlü bir hayalet yok edici olan Boo Brothers'ı yardım etmeleri için tuttular."
1174,"OSS 117: Cairo, Nest of Spies - Ajan 117 Kahire’de(OSS 117: Le Caire, nid d'espions) ",7.0,2006,Fransa,99 dakika,"Aksiyon, Macera",Michel Hazanavicius,"ean-François Halin, Jean Bruce, Michel Hazanavicius","François Damiens, Jean Dujardin, Khalid Maadour",4 ödül & 7 Adaylık.,"1955. Kahire, adeta bir casus yuvasıdır. Burada kimse kimseye güvenmiyor, herkes herkese komplo kuruyor: İngilizler, Fransızlar, Sovyetler, tahtı geri almak isteyen Kral Faruk'un ailesi, aynı zamanda iktidarı da ele geçirmek isteyen dini bir tarikat... Bu kaotik duruma bir son vermek için Fransa Cumhuriyeti Cumhurbaşkanı René Coty, en iyi Fransız ajanlarından birini görevlendirir."
1175,Tie Me Up! Tie Me Down! - Bağla Beni(Átame!) ,7.0,1989,İspanya,101 dakika,"Dram, Komedi, Suç",Pedro Almodóvar,edro Almodóvar,"Antonio Banderas, Loles León, Victoria Abril",8 ödül & 19 Adaylık.,Konu belirtilmemiş.
1176,The Killing of a Sacred Deer - Kutsal Geyiğin Ölümü(The Killing of a Sacred Deer) ,7.0,2017,"Amerika, İngiltere, Ireland",121 dakika,"Dram, Gizem, Korku",Yorgos Lanthimos,"orgos Lanthimos, Efthymis Filippou","Barry G. Bernson, Bill Camp, Herb Caillouet, Raffey Cassidy",5 ödül & 53 Adaylık.,"16 yaşındaki Martin'in babasının ameliyat masasında zamansız ölümünden sonra saygın bir cerrah olan Dr Steven Murphy ile arasında derin bir bağ oluşmaya başlar. İlk başta, pahalı hediyeler ve ardından bir akşam yemeği daveti öksüz gençin kısa sürede Dr Steven'ın ailesinindende onay almasını sağlayacaktır. Bir süre sonra Martin kendini aileye kabullendirip aralarına katılmaya çalışırken ailenin huzuru bozulmaya başlayacaktır. Film aile aile içindeki bu sancılı olayları ele alıyor. "
1177,Yakuza and the Family - Yakuza ve Ailesi,7.0,2020,Japan,136 dakika,"Dram, Suç",Michihito Fujii,ichihito Fujii,"Gô Ayano, Hayato Ichihara, Naoyuki Fernandez",Bulunan ödül yok.,"Kenji Yamamoto'nun babası uyarıcı bir ilaç kullanmaktan öldü. Hayatı çaresizliğe düştü. Kenji daha sonra bir suç örgütüne katıldı. Orada çetenin patronu Hiroshi Shibasaki ile tanışır. Hiroshi, Kenji'ye ulaşır ve baba-oğul gibi bir ilişki geliştirirler. Zaman geçtikçe Kenji'nin kendi ailesi olur."
1178,Kasaba(The Small Town) ,7.0,1997,Türkiye,85 dakika,"Dram, Yerli",Nuri Bilge Ceylan,"min Ceylan, Nuri Bilge Ceylan","Cihat Bütün, Fatma Ceylan, Havva Saglam, Mehmet Emin Toprak",7 ödül & 10 Adaylık.,"Siyah-beyaz film, mevsimsel değişikliklerin kısa hikayeleri etrafında yapılandırılmıştır. Kış: Türk yaşam tarzına genç bir öğretmen gözüyle bakılıyor. İlkbahar: Bir kız öğrenci ve erkek kardeşinin, eve dönerken doğanın dünyasını deneyimler. Yaz: Çocuklar bir yaz gecesi dışarıda mısır ateşinin etrafında sohbet eden ebeveynlerine ve büyüklerine katılır. Güz: Sembolik bir sırayla, gençler toplumdaki rollerini bulurlar. 
Siyah-beyaz olarak çekilmiş ve düşük bir bütçeyle yapılmıştı çünkü yapımcı samimi bir ruh hali yaratmak için küçük bir ekiple çalışmak istiyordu. Oyuncular çoğunlukla yönetmenin akrabaları ve arkadaşlarıdır; senaryo kız kardeşinin otobiyografik öyküsüne dayanıyor ve çocukluğunu geçirdiği Anadolu'daki bir köyde çekiliyor. Kasaba filmini kült filmlerden 720p görüntü kalitesiyle izleyebilirsiniz."
1179,Duelle(Duelle (une quarantaine)) ,7.0,1976,Fransa,121 dakika,"Dram, Fantastik, Gizem",Jacques Rivette,"duardo de Gregorio, Marilù Parolini, Jacques Rivette","Bulle Ogier, Jean Babilée, Juliet Berto",Bulunan ödül yok.,"Jacques Rivette’in yönettiği Duelle güneş ve ay krallıklarından iki varlığın tuhaf savaşını konu alıyor. Kadın biçiminde görünen iki varlık, bir elmasa sahip olmak için ya da otellerde, barlarda ve günümüz Parisinin meşhur mekanlarında peşinden koştukları genç bir adam uğruna kavgaya tutuşuyor. Kült Filmlerden 1080p görüntü kalitesiyle Duelle izle yebilirsiniz."
1180,Gideon’s Daughter,7.0,2005,United Kingdom,105 dakika,Dram,Stephen Poliakoff,tephen Poliakoff,"Bill Nighy, Emily Blunt, Miranda Richardson",1 Primetime Emmy Adaylığı. 4 ödül & 5 adaylık. total,Film dul bir babanın küçük oğlunun yasını tutan bir kadınla derin bir bağ geliştirmesini konu ediniyor. Kült Filmlerden 1080p görüntü kalitesiyle Gideon's Daughter yebilirsiniz.
1181,"Don’t Move - Kal, Gitme(Non ti muovere) ",7.0,2004,"İspanya, Italy, United Kingdom",125 dakika,"Dram, Romantik",Sergio Castellitto,"argaret Mazzantini, Sergio Castellitto","Claudia Gerini, Penélope Cruz, Sergio Castellitto",16 ödül & 28 Adaylık.,"Cerrah Timoteo, bir motosiklet kazasının kurbanı olan kızı Angela'nın beyin ameliyatını beklerken, yaşadığı büyük şehrin kenar mahallelerindeki basit bir kadın olan Italia ile olan ateşli ilişkisini ve tutkusunu hatırlıyor. Italia'nın hayaleti anılarında onu kovalar. Kült Filmlerden 1080p görüntü kalitesiyle Don't Move izle yebilirsiniz."
1182,Mighty Aphrodite - Sevimli Fahişe,7.0,1995,United States,95 dakika,"Dram, Fantastik, Komedi",Woody Allen,oody Allen,"Mira Sorvino, Pamela Blair, Woody Allen",1 Oscar Kazandı. 12 ödül & 13 adaylık. total,"Lenny ve karısı Amanda bir bebek evlat edindiklerinde, Lenny oğlunun bir dahi olduğunu anlar ve çocuğun biyolojik annesini bulmayı takıntı haline getirir ve onun da parlak olacağını umar. Ancak Max'in annesinin iyi kalpli bir fahişe ve porno yıldızı olan Linda Ash olduğunu öğrendiğinde, Lenny onun ahlaksız yaşam tarzını değiştirmeye kararlıdır. Bu ilginç komedide bir Yunan korosu olayı Yunan mitolojisiyle ilişkilendirmek için araya giriyor. Kült Filmlerden 1080p görüntü kalitesiyle Mighty Aphrodite yebilirsiniz."
1183,The Lookout - Gözcü,7.0,2007,United States,99 dakika,"Dram, Gerilim, Suç",Scott Frank,cott Frank,"Jeff Daniels, Joseph Gordon-Levitt, Matthew Goode",1 ödül & 11 Adaylık.,"Yıldız bir atlet olan Chris, dünyayı ayaklarının altına almıştır. Yıkıcı bir araba kazası onu beyin hasarıyla karşı karşıya bırakır ve parlak geleceği kararır. Bir banka görevlisi olarak işe başlar artık hatırlamak için her şeyi küçük bir not defterine yazması gerekir. Bazı eski okul arkadaşları Chris'i yakın çevrelerine çeker ve bankada bir soygun gerçekleştirmelerine yardım etmesi için onu ipe çekmeye çalışırlar. Kült Filmlerden 1080p görüntü kalitesiyle The Lookout izle yebilirsiniz."
1184,Koroshiya 1 - Katil Ichi,7.0,2001,Japan,129 dakika,"Aksiyon, Dram, Suç",Takashi Miike,"akichi Sato, Hideo Yamamoto","Nao Ômori, Shin'ya Tsukamoto, Tadanobu Asano",6 ödül & 4 Adaylık.,"Anjo adında bir Yakuza patronu 300 milyon yen ile ortadan kaybolduğunda, baş uşağı, Kakihara adında sadomazoşist bir adam ve çetesinin geri kalanı onu aramaya gider. Cevap arayan rakip bir Yakuza üyesini yakalayıp onlara işkence ettikten sonra, çok geçmeden yanlış adamı bulduklarını anlarlar ve en başta kendilerine haber veren Jijii adlı adamı aramaya başlarlar. Çok geçmeden Kakihara ve adamları, inanılmaz dövüş sanatları yeteneklerine ve ayakkabılarından çıkan bıçaklara sahip psikotik, cinsel olarak bastırılmış bir genç adam olan Ichi ile karşılaşırlar. Ichi birer birer Yakuza üyelerini ortadan kaldırır ve bu sırada Kakihara, Ichi ve Ichi'nin denetleyicisi Jijii'yi takip etmeye yoğunlaşır. İşkence gören ve aşırı şiddet uygulayan Ichi ile acıya can atan Kakihara arasındaki son hesaplaşma gerçekleştiğinde ne olacak?"
1185,The Children of Huang Shi - İpek Yolu Çocukları,7.0,2008,"Almanya, Australia, China, United States",125 dakika,"Dram, Savaş",Roger Spottiswoode,"ane Hawksley, James MacManus, Simon van der Borgh","Chow Yun-Fat, Jonathan Rhys Meyers, Radha Mitchell",1 ödül & 3 Adaylık.,"Beklenmedik ve umutsuz bir duruma düşen insanlar, sevgi ve sorumluluk kapasitelerini keşfederler. Genç bir İngiliz olan George Hogg, altmış yetim çocuğa, karla kaplı Liu Pan Shan dağlarında Moğol çölünün kenarına güvenli bir yere 500 tehlikeli milden fazla bir yolculuğa liderlik etmeye geliyor. Yolculuğu sırasında Hogg, en yakın arkadaşı olan bir Çinli komünist partizan grubunun lideri Chen'in desteğine güvenmeyi öğrenir. Çok geçmeden kendini, savaşın at sırtında duygusuz bir şifacıya dönüştüğü pervasızca cesur Avustralyalı hemşire Lee'ye aşık olurken bulur."
1186,Chicken Run - Tavuklar Firarda,7.0,2000,"Amerika, Fransa, İngiltere, Ireland",84 dakika,"Animasyon, Macera","Nick Park, Peter Lord","eter Lord, Nick Park, Karey Kirkpatrick, Mark Burton, John O'Farrell ","Lynn Ferguson, Mel Gibson, Phil Daniels, Tony Haygarth",1 BAFTA Film Award. Diğer 23 ödül & 25 adaylık.,Yumurta vermedikleri için kötü davranılan ve tutuldukları tavuk çiftliğinde nihai ölümle karşı karşıya kalan horoz Rocky ve tavuk Ginger çiftliğin sahipleri olan kötü Bay ve Bayan Tweedy'ye karşı isyan etmeye karar verirler. Rocky ve Ginger cani sahiplerine karşı büyük bir kaçış planı yaparlar ve tavuk arkadaşlarına liderlik ederler. Peki kaçışları başarıyla sonuçlanacak mı? Kült filmlerden 1080p görüntü kalitesiyle Chicken Run altyazılı izle yebilirsiniz.
1187,Going My Way - Aynı Yolun Yolcusu,7.0,1944,United States,126 dakika,"Dram, Komedi, Müzik",Leo McCarey,"rank Butler, Frank Cavett, Leo McCarey","Barry Fitzgerald, Bing Crosby, Frank McHugh",7 Oscar Kazandı. 19 ödül & 4 adaylık. total,"Leo McCarey'in bir hikayesine dayanan film, yeni bir genç rahibin eski kıdemli rahipten bir cemaati devralmasını konu alıyor. Doğu St. Louis'den gelen bir rahip olan Peder Chuck O'Malley, New York'a St. Dominic's Kilisesi'nin cemaat hayatını değiştirecek alışılmadık bir tarzla gelir. İlk gününde bir dizi aksilik yaşar; resmi olmayan görünümü ve tutumu, yaşlı papaz Peder Fitzgibbon üzerinde kötü bir izlenim bırakıyor. Kült Filmlerden 1080p görüntü kalitesiyle Going My Way izle yebilirsiniz."
1188,Confessions of a Dangerous Mind - Tehlikeli Aklın İtirafları,7.0,2002,"Almanya, Canada, United States",113 dakika,"Biyografi, Komedi, Suç",George Clooney,"huck Barris, Charlie Kaufman","Drew Barrymore, George Clooney, Sam Rockwell",7 ödül & 12 Adaylık.,"Confessions of a Dangerous Mind efsanevi bir şovmenin gündüzleri televizyon programcısı, geceleri CIA suikastçısı olan çifte hayatının hikayesidir. Televizyon kariyerinin zirvesindeyken, Chuck Barris CIA tarafından işe alındı ​​ve gizli bir ajan olmak için eğitildi. Televizyon onu ünlü yaptı, ancak en büyük işlerini ekran dışında gerçekleşti. Kült Filmlerden 1080p görüntü kalitesiyle Confessions of a Dangerous Mind izle yebilirsiniz."
1189,Don’t Make Me Go,7.0,2022,United States,109 dakika,Dram,Hannah Marks,era Herbert,"John Cho, Kaya Scodelario, Mia Isaac",1 ödül,"Ölümcül bir hastalığı olduğunu öğrendikten sonra bir baba, genç kızını ayrı yaşadığı annesini bulmak için bir yolculuğuna çıkarır ve bu yolculukta ona hayatının geri kalanında bilmesi gereken her şeyi öğretmeye çalışır. Kült Filmlerden 1080p görüntü kalitesiyle Don't Make Me Go izle yebilirsiniz."
1190,Robin Robin,7.0,2021,"United Kingdom, United States",32 dakika,"Animasyon, Kısa Metrajlı, Macera","Daniel Ojari, Michael Please","aniel Ojari, Michael Please, Sam Morrison","Bronte Carmichael, Gillian Anderson, Richard E. Grant",1 Oscar Adaylığı. 5 adaylık. total,"Yumurtası tesadüfen bir çöplüğe dönüştüğünde, Robin sevgi dolu bir fare ailesi tarafından büyütülür. Büyüdükçe, farklılıkları daha belirgin hale gelir. Robin, ailesine gerçekten iyi bir fare olabileceğini kanıtlamak için tüm soygunları sona erdirmek için soyguna başlar - ama sonunda gerçekte kim olduğunu keşfeder."
1191,Ashes of Time - Zamanın Külleri(Dung che sai duk) ,7.0,1994,"Hong Kong, Taiwan",100 dakika,"Aksiyon, Dram",Kar-Wai Wong,"ouis Cha, Kar-Wai Wong","Brigitte Lin, Leslie Cheung, Maggie Cheung",9 ödül & 16 Adaylık.,"Ouyang Feng, günlerini çölde geçiren, intikam için can atan ve bunun bedelini ödemeye hazır olanlarla usta kılıç ustalarını bir araya getiren, kalbi kırık ve alaycı bir adamdır. Sürgündeki beş mevsim boyunca Ouyang, insanların karşılıksız aşkları ve olağandışı cesaret eylemleri hakkında hikayeler uydurur."
1192,Cop Land - Güçlüler Bölgesi,7.0,1997,United States,105 dakika,"Dram, Gerilim, Polisiye, Suç",James Mangold,ames Mangold,"Harvey Keitel, Ray Liotta, Sylvester Stallone",1 ödül & 1 nomination,"Freddy Heflin, herkesin “Cop Land” dediği, uzun zamandır hayranlık duyduğu büyük şehir polis memurlarının yaşadığı küçük ve görünüşte huzurlu bir kasabanın şerifi olarak atanır. Ancak kasabanın huzurlu cephesinin arkasında çirkin bir şey oluyor. Ve Freddy, bu yerel sakinler arasında büyük, ölümcül bir komployu ortaya çıkardığında, harekete geçmek ve putlarını korumak ile yasaları desteklemek arasında tehlikeli bir seçim yapmak zorunda kalır."
1193,The Merchant of Venice - Venedik Taciri,7.0,2004,"Italy, Luxembourg, United Kingdom, United States",131 dakika,"Dram, Romantik",Michael Radford,"illiam Shakespeare, Michael Radford","Al Pacino, Joseph Fiennes, Lynn Collins",1 BAFTA Award2 wins & 7 nominations total.Nominated for 1 BAFTA Award2 ödül & 7 Adaylık. total,"Film 16. yüzyıl Venedik'inde geçen Shakespeare oyununun bir uyarlamasıdır. Arkadaşı Bassanio'nun sevdiği kadın Portia'yı etkileyebilmesi için tefeci Shylock'a borçlanan Antonio'nun hikayesini anlatıyor. Portia'nın babası, taliplerinin her birinin üç tabuttan birini seçmesini şart koşan bir vasiyet bıraktı: bunlar birer altın, gümüş ve kurşun tabuttur. Portia ile evlenme fırsatına sahip olmak için talipler yanlış bir seçim yapması durumunda hayatını bir bekar olarak yaşamayı önceden kabul etmektedir. Tabutların dış görünüşüne bakan talipler, içinde Portia'nın portresini bulup onunla evlenmeyi ümit ediyor. Fas Prensleri ve Aragon yanlış seçim yapar peki ya Bassanio? Kült Filmlerden 1080p görüntü kalitesiyle The Merchant of Venice izle yebilirsiniz."
